timestamp,symbol,open,high,low,close,volume
2025-10-16 12:57:00,AAPL,100.00742872300395,100.13734320170983,99.99730028671358,100.00011071386345,42372.0
2025-10-16 12:58:00,AAPL,100.0260697201312,100.14513155962732,99.95901807805458,100.02700145691523,43634.0
2025-10-16 12:59:00,AAPL,100.00712439653735,100.14392892508059,100.00003748225095,100.00232543223308,37266.0
2025-10-16 13:00:00,AAPL,99.9236918524658,99.99146073676991,99.891989311113,99.92220241773094,25591.0
2025-10-16 13:01:00,AAPL,99.93850081915656,99.98497412462228,99.8391533746444,99.88132224685368,21840.0
2025-10-16 13:02:00,AAPL,99.76111670455333,99.81627532898781,99.70432316310922,99.79221974175144,19002.0
2025-10-16 13:03:00,AAPL,99.75099226103428,99.8024233690324,99.68512485228048,99.79762156519423,31744.0
2025-10-16 13:04:00,AAPL,99.88773553990583,99.91806945683878,99.83553966342727,99.91806945683878,22817.0
2025-10-16 13:05:00,AAPL,99.83382622157609,99.87381696657937,99.71457936649682,99.87381696657937,43065.0
2025-10-16 13:06:00,AAPL,99.84042835009565,99.88606690800515,99.78091590379164,99.81806025914588,9643.0
2025-10-16 13:07:00,AAPL,99.88665293684613,99.89209774717796,99.86207553562754,99.86207553562754,18907.0
2025-10-16 13:08:00,AAPL,99.86534727553956,99.93716158301865,99.76293491523623,99.89415621711193,25303.0
2025-10-16 13:09:00,AAPL,99.86196103136861,100.01990750973732,99.75611979392696,99.90363390740366,14787.0
2025-10-16 13:10:00,AAPL,99.80938276117011,99.85366373916054,99.70462775996548,99.82000750254363,12313.0
2025-10-16 13:11:00,AAPL,99.85903711377304,99.93131876250453,99.81316687062586,99.81737961171157,28510.0
2025-10-16 13:12:00,AAPL,99.79537670678592,99.87986216823295,99.60115442065273,99.87986216823295,8935.0
2025-10-16 13:13:00,AAPL,99.77486200743282,99.79083387728856,99.58972343349723,99.75910126347932,39306.0
2025-10-16 13:14:00,AAPL,99.6858418642178,99.74786151936715,99.57572727316624,99.71802351973948,19650.0
